"SYMBOL","CLOSE_PRICE","AVG_PRICE","TTL_TRD_QNTY","DELIV_PER","DELIV_LACS","DATE"
"ICICIBANK","650.3","647.65","14884778","39.07","37659","20210525"
"INFY","1361.6","1361.92","4099340","61.56","34370","20210525"
"TATASTEEL","1105.2","1111.75","18113752","16.41","33046","20210525"
"AXISBANK","731.55","733.84","11344261","38.46","32017","20210525"
"SAIL","123.95","125.97","91822284","24.58","28429","20210525"
"BRITANNIA","3439.5","3426.24","1318946","62.66","28314","20210525"
"TCS","3114.0","3111.62","1841613","48.99","28075","20210525"
"HCLTECH","940.6","940.33","5032874","59.03","27936","20210525"
"ITC","210.9","211.96","25334878","51.59","27702","20210525"
"BHARTIARTL","526.1","527.56","9239443","52.76","25717","20210525"
"CONCOR","668.1","656.23","19646926","18.34","23649","20210525"
"ATGL","1294.4","1299.88","2703660","61.15","21489","20210525"
"UNIONBANK","35.0","35.61","98571030","54.99","19302","20210525"
"M&M","811.25","817.48","5044078","45.55","18781","20210525"
"BAJFINANCE","5618.65","5622.68","1315546","24.72","18286","20210525"
"PNB","39.35","39.67","163516340","27.27","17686","20210525"
"KOTAKBANK","1750.5","1753.03","2201625","45.64","17613","20210525"
"BHEL","74.5","73.8","87624494","21.2","13708","20210525"
"MARUTI","6911.8","6915.45","438736","34.93","10597","20210525"
"HFCL","48.95","48.0","64348156","30.36","9377","20210525"
"APOLLOHOSP","3199.65","3202.79","622276","41.38","8246","20210525"
"MOTHERSUMI","240.5","237.88","21208714","16.14","8142","20210525"
"DISHTV","15.4","14.65","133998540","38.4","7537","20210525"
"IDFCFIRSTB","58.95","59.01","43542130","28.24","7255","20210525"
"BAJAJFINSV","11375.85","11342.68","394151","12.95","5790","20210525"
"YESBANK","13.6","13.63","86120404","39.52","4638","20210525"
"BATAINDIA","1531.0","1535.33","961693","28.96","4275","20210525"
"BAJAJHLDNG","3560.1","3557.39","130069","90.25","4175","20210525"
"DMART","3103.85","3100.74","455042","29.01","4093","20210525"
"ULTRACEMCO","6556.6","6576.71","176134","31.12","3604","20210525"
"MUTHOOTFIN","1260.9","1265.57","624138","39.86","3148","20210525"
"RPOWER","7.85","7.83","118624245","32.32","3002","20210525"
"IDEA","8.55","8.54","81688375","35.8","2497","20210525"
"NH","431.7","433.83","602626","88.23","2306","20210525"
"TRENT","824.65","820.03","720336","36.68","2166","20210525"
"RELAXO","1099.15","1078.54","958136","17.48","1806","20210525"
"LALPATHLAB","2773.05","2778.27","210873","28.03","1642","20210525"
"ZYDUSWELL","2116.75","2114.05","74343","87.22","1370","20210525"
"CRISIL","1910.25","1910.01","56499","85.85","926","20210525"
"METROPOLIS","2329.15","2353.65","57941","37.58","512","20210525"
"JKCEMENT","2867.9","2884.1","25619","61.1","451","20210525"
"MAJESCO","76.2","76.29","459440","85.1","298","20210525"
"NETFMID150","97.42","97.64","294692","89.65","257","20210525"
"ICICIB22","38.85","38.91","701905","83.16","227","20210525"
"PUNJABCHEM","1155.95","1166.67","21954","87.79","224","20210525"
"EBBETF0430","1157.37","1157.48","19729","92.0","210","20210525"
"INFY","1397.25","1386.91","6850024","51.9","49310","20210526"
"SBIN","413.55","415.44","52357719","19.11","41572","20210526"
"ICICIBANK","652.5","650.39","14487031","39.08","36819","20210526"
"TATASTEEL","1082.15","1082.72","15432703","21.94","36658","20210526"
"HDFCBANK","1477.05","1478.66","6141995","40.1","36416","20210526"
"TCS","3158.5","3143.41","1923753","48.71","29457","20210526"
"RELIANCE","1970.05","1972.33","3452113","42.07","28646","20210526"
"KOTAKBANK","1740.65","1746.03","2845100","54.75","27198","20210526"
"BAJFINANCE","5771.15","5720.16","2916746","15.63","26070","20210526"
"AXISBANK","735.1","736.9","9081086","36.7","24557","20210526"
"HDFC","2567.55","2554.28","1839397","50.81","23871","20210526"
"HCLTECH","945.8","941.45","5017674","49.75","23501","20210526"
"ITC","210.6","211.33","17576137","54.9","20393","20210526"
"SAIL","118.75","120.07","67141657","25.03","20178","20210526"
"JSWSTEEL","682.2","682.18","18721303","15.8","20178","20210526"
"LT","1472.9","1466.8","3230579","42.04","19920","20210526"
"BAJAJFINSV","11906.4","11679.23","1015265","16.68","19778","20210526"
"MARUTI","7034.3","6996.06","691574","40.38","19538","20210526"
"PNB","39.25","39.62","155307751","26.03","16020","20210526"
"BHEL","72.5","73.76","81757007","21.2","12786","20210526"
"M&M","821.2","818.02","3084558","50.64","12777","20210526"
"MOTHERSUMI","233.95","240.74","19950995","25.9","12440","20210526"
"IDFCFIRSTB","57.8","58.34","42304492","34.86","8602","20210526"
"ULTRACEMCO","6580.9","6570.47","248015","47.58","7754","20210526"
"LIQUIDBEES","999.99","999.99","888050","86.42","7674","20210526"
"DISHTV","17.0","17.06","117374918","36.03","7215","20210526"
"YESBANK","13.45","13.52","110243035","29.35","4374","20210526"
"MUTHOOTFIN","1270.3","1280.14","1414370","20.19","3656","20210526"
"JPASSOCIAT","9.25","9.07","111852972","31.43","3189","20210526"
"DMART","3096.2","3104.99","284202","31.44","2774","20210526"
"APOLLOHOSP","3183.6","3192.38","260821","33.23","2766","20210526"
"APLAPOLLO","1249.25","1267.43","241171","90.35","2761","20210526"
"IDEA","8.55","8.54","74951767","33.17","2123","20210526"
"JPPOWER","4.05","4.0","99639177","52.82","2105","20210526"
"KAJARIACER","962.6","957.75","246380","87.86","2073","20210526"
"LALPATHLAB","2788.4","2787.27","222254","29.96","1855","20210526"
"BATAINDIA","1535.4","1535.62","511638","23.43","1841","20210526"
"VMART","2760.3","2820.46","64152","89.26","1615","20210526"
"QUESS","659.05","658.99","243716","88.41","1419","20210526"
"RELAXO","1101.8","1120.42","559530","14.89","933","20210526"
"TRENT","826.0","828.93","499153","18.95","783","20210526"
"EBBETF0425","1047.67","1047.63","39664","99.71","414","20210526"
"CPSEETF","24.85","25.07","1904332","86.42","412","20210526"
"JKCEMENT","2869.55","2862.74","20088","65.6","377","20210526"
"ICICIB22","38.66","38.83","963312","93.41","349","20210526"
"GTLINFRA","0.85","0.84","58047354","54.07","263","20210526"
"AXISBPSETF","10.14","10.14","2272199","99.9","230","20210526"
"METROPOLIS","2339.0","2341.51","18515","48.34","209","20210526"
"NH","430.75","432.6","66790","54.52","157","20210526"
"ADANITRANS","1439.8","1440.23","30440408","79.78","349754","20210527"
"HDFC","2508.85","2515.84","14119786","79.73","283241","20210527"
"ADANIENT","1325.8","1327.15","36690935","57.54","280179","20210527"
"ATGL","1354.2","1356.67","31734209","62.6","269497","20210527"
"SBICARD","1051.0","1048.16","22224051","68.86","160401","20210527"
"RELIANCE","1976.1","1977.57","12377100","63.48","155378","20210527"
"INFY","1402.25","1404.67","15365391","64.85","139961","20210527"
"BEL","148.55","148.58","120083069","77.92","139022","20210527"
"ZEEL","209.75","209.56","102639504","60.55","130232","20210527"
"CHOLAFIN","537.8","538.29","40407205","59.68","129798","20210527"
"TCS","3180.0","3189.1","5959785","62.64","119057","20210527"
"AXISBANK","750.35","746.18","23040846","57.86","99484","20210527"
"BPCL","467.85","476.15","51494404","38.23","93736","20210527"
"ICICIBANK","652.25","652.42","23349546","57.2","87142","20210527"
"SBIN","425.2","419.8","73392997","27.92","86036","20210527"
"BHARTIARTL","519.8","521.24","22363299","70.82","82557","20210527"
"WIPRO","540.9","539.19","29411126","48.79","77378","20210527"
"HDFCBANK","1482.65","1471.96","10219748","48.1","72359","20210527"
"ULTRACEMCO","6673.25","6671.58","1707144","60.45","68847","20210527"
"KOTAKBANK","1777.25","1762.28","5339988","56.68","53341","20210527"
"PNB","42.15","41.11","511815455","22.43","47190","20210527"
"BAJFINANCE","5682.2","5693.17","2152590","33.0","40438","20210527"
"M&M","828.6","827.24","6902630","65.75","37544","20210527"
"MARUTI","6968.9","6996.16","922091","55.11","35553","20210527"
"BANKBARODA","83.55","82.22","106192011","25.46","22225","20210527"
"APOLLOHOSP","3199.0","3200.11","1084157","62.31","21616","20210527"
"SAIL","122.25","121.86","76208352","21.97","20401","20210527"
"MOTHERSUMI","233.1","233.97","22582284","31.92","16862","20210527"
"YESBANK","13.4","13.43","211323869","51.78","14695","20210527"
"BAJAJFINSV","11888.8","11827.77","407973","28.93","13958","20210527"
"BHEL","73.3","73.18","72878541","21.41","11417","20210527"
"MUTHOOTFIN","1244.15","1244.69","1542074","46.18","8863","20210527"
"DMART","3025.5","3043.59","433634","57.13","7540","20210527"
"WHIRLPOOL","2163.25","2164.41","300686","91.59","5960","20210527"
"TRENT","828.1","827.35","940317","58.76","4571","20210527"
"LALPATHLAB","2783.15","2776.02","284065","55.72","4393","20210527"
"IDFCFIRSTB","57.9","57.84","28509870","25.89","4269","20210527"
"IDEA","8.45","8.5","110294218","35.78","3354","20210527"
"CENTURYPLY","405.4","408.15","720478","88.75","2609","20210527"
"BATAINDIA","1546.0","1546.66","607251","27.49","2581","20210527"
"JKCEMENT","2805.35","2833.61","65415","71.71","1329","20210527"
"RELAXO","1124.35","1097.79","380186","24.63","1028","20210527"
"PDSMFL","780.7","780.36","138552","90.67","980","20210527"
"NH","429.7","429.91","247177","84.59","898","20210527"
"METROPOLIS","2298.1","2312.41","55133","47.27","602","20210527"
"VAKRANGEE","42.65","42.65","1034688","99.97","441","20210527"
"BESTAGRO","285.65","281.08","149640","94.24","396","20210527"
"EBBETF0425","1047.5","1047.5","36754","99.97","384","20210527"
"RELCAPITAL","13.35","13.34","2892104","93.07","359","20210527"
"ICICIB22","38.89","38.82","894725","96.43","334","20210527"
"EBBETF0423","1132.08","1132.01","24075","99.91","272","20210527"
"RELIANCE","2094.8","2067.42","26060864","28.33","152654","20210528"
"SUNPHARMA","669.75","674.93","28316552","48.63","92947","20210528"
"HDFCBANK","1503.45","1495.6","8875010","59.67","79206","20210528"
"AXISBANK","739.85","746.17","17149692","50.91","65152","20210528"
"SBIN","422.05","426.46","65137568","22.45","62370","20210528"
"TATASTEEL","1103.5","1123.52","19208581","20.03","43228","20210528"
"HDFC","2541.35","2536.15","2548032","54.02","34910","20210528"
"ICICIBANK","643.05","647.57","14191446","37.05","34046","20210528"
"TCS","3143.6","3161.25","1763701","53.37","29757","20210528"
"INFY","1405.05","1406.44","4261312","49.14","29449","20210528"
"ITC","212.9","212.72","25597550","53.95","29376","20210528"
"CANBK","161.9","159.0","60544144","29.82","28710","20210528"
"KOTAKBANK","1800.75","1799.78","3247009","46.43","27130","20210528"
"PNB","42.25","41.9","335658662","16.96","23853","20210528"
"BHARTIARTL","523.6","524.41","10060110","43.91","23163","20210528"
"HCLTECH","942.55","943.91","4098094","56.93","22022","20210528"
"BPCL","471.5","473.87","14656852","30.55","21216","20210528"
"M&M","845.85","834.87","11638455","20.54","19954","20210528"
"SAIL","120.9","123.46","66359161","21.25","17412","20210528"
"BAJFINANCE","5610.75","5662.69","1526375","17.94","15509","20210528"
"LIQUIDBEES","1000.01","1000.01","1367967","96.88","13252","20210528"
"BANKBARODA","83.85","83.41","93311026","15.44","12020","20210528"
"IDFCFIRSTB","59.15","59.01","52746656","34.3","10676","20210528"
"MARUTI","6970.0","6978.71","393809","35.39","9726","20210528"
"MOTHERSUMI","235.25","234.97","9625747","41.87","9469","20210528"
"APOLLOHOSP","3149.35","3166.54","555829","45.48","8003","20210528"
"METROPOLIS","2524.15","2520.79","1598840","19.66","7924","20210528"
"IDEA","8.7","8.8","197270856","40.09","6958","20210528"
"RPOWER","8.25","8.47","181511695","43.51","6689","20210528"
"BAJAJFINSV","11713.2","11836.72","263315","19.41","6051","20210528"
"ULTRACEMCO","6598.5","6657.0","285093","28.73","5452","20210528"
"YESBANK","13.35","13.39","82458603","44.07","4865","20210528"
"DISHTV","15.9","16.3","65185354","43.71","4643","20210528"
"MUTHOOTFIN","1266.2","1260.68","688147","40.21","3488","20210528"
"DMART","3022.1","3058.34","345903","31.78","3361","20210528"
"NH","430.4","432.1","691718","86.22","2576","20210528"
"TRENT","826.6","838.02","905813","27.69","2101","20210528"
"NETFIT","27.33","27.29","7382404","97.41","1962","20210528"
"LALPATHLAB","2805.8","2818.64","281981","24.34","1934","20210528"
"RCOM","2.3","2.28","178847628","35.98","1466","20210528"
"IIFLWAM","1184.85","1185.28","121410","89.51","1288","20210528"
"BATAINDIA","1545.1","1545.65","270129","28.27","1180","20210528"
"RELAXO","1120.95","1123.86","234636","20.09","529","20210528"
"EBBETF0431","1041.97","1041.97","34059","99.43","352","20210528"
"VAKRANGEE","40.55","40.55","755485","100.0","306","20210528"
"LIQUIDETF","999.99","1000.0","32421","94.09","305","20210528"
"JKCEMENT","2808.2","2807.88","20284","52.91","301","20210528"
"ICRA","3159.15","3160.86","7703","86.85","211","20210528"
"ICICILOVOL","125.82","126.08","155880","95.28","187","20210528"
"RELIANCE","2160.3","2154.29","27285782","26.11","153500","20210531"
"ITC","216.6","216.76","73039531","45.11","71416","20210531"
"ICICIBANK","662.75","657.41","21786138","42.46","60812","20210531"
"HDFCBANK","1515.85","1507.21","7830527","47.8","56415","20210531"
"M&M","807.95","803.18","17596018","31.66","44746","20210531"
"HDFC","2552.85","2534.92","3221015","53.63","43785","20210531"
"SUNPHARMA","668.3","667.34","13947126","36.99","34430","20210531"
"INFY","1393.75","1393.13","4429904","53.56","33056","20210531"
"TATASTEEL","1125.65","1116.06","15428647","18.0","30990","20210531"
"SAIL","126.6","124.18","88316813","26.3","28846","20210531"
"BHARTIARTL","534.9","532.52","12567516","41.49","27764","20210531"
"AXISBANK","750.7","745.07","9275086","39.79","27497","20210531"
"SBIN","424.35","422.9","38291043","16.61","26898","20210531"
"ASIANPAINT","2977.5","2973.83","2093635","38.22","23795","20210531"
"TCS","3159.15","3155.52","1652799","44.25","23079","20210531"
"BANKBARODA","80.7","81.08","129974240","21.78","22956","20210531"
"MARUTI","7086.3","7046.96","718277","44.89","22721","20210531"
"BAJFINANCE","5627.95","5613.97","1795811","20.11","20277","20210531"
"KOTAKBANK","1807.7","1802.88","2310809","45.95","19145","20210531"
"PNB","42.4","42.5","240394043","15.07","15393","20210531"
"APOLLOHOSP","3168.75","3154.88","635444","52.61","10546","20210531"
"MUTHOOTFIN","1311.6","1295.47","1989390","36.5","9406","20210531"
"INFIBEAM","49.95","49.62","54916825","32.82","8943","20210531"
"ULTRACEMCO","6708.0","6658.89","328449","37.46","8193","20210531"
"LALPATHLAB","2956.15","2931.44","1217244","18.86","6730","20210531"
"MOTHERSUMI","240.2","238.23","9303856","28.61","6341","20210531"
"BAJAJFINSV","11806.3","11723.89","241152","18.51","5233","20210531"
"BAJAJHLDNG","3550.45","3540.71","133830","92.36","4376","20210531"
"IDFCFIRSTB","58.5","58.62","21775996","29.1","3714","20210531"
"RPOWER","8.65","8.16","136182541","32.26","3585","20210531"
"DMART","3069.4","3058.53","318681","33.32","3248","20210531"
"KAJARIACER","965.75","964.84","369267","86.32","3075","20210531"
"YESBANK","13.5","13.5","65555223","33.3","2947","20210531"
"QUESS","683.1","680.69","424555","86.45","2498","20210531"
"TRENT","851.65","847.47","1296401","22.35","2455","20210531"
"METROPOLIS","2584.05","2600.29","630864","13.65","2239","20210531"
"IDEA","8.65","8.7","68439642","36.46","2170","20210531"
"NH","438.4","442.6","790277","43.14","1508","20210531"
"BATAINDIA","1547.45","1544.5","301710","31.27","1457","20210531"
"SCHAEFFLER","5288.25","5262.8","20175","89.34","948","20210531"
"RELAXO","1135.45","1129.82","253113","23.95","684","20210531"
"EBBETF0423","1133.37","1133.43","54651","99.26","614","20210531"
"ICICILIQ","999.99","1000.0","53028","97.17","515","20210531"
"PSPPROJECT","400.05","400.41","147135","85.98","506","20210531"
"JKCEMENT","2849.45","2848.99","24642","69.93","490","20210531"
"RCOM","2.4","2.39","50630881","40.12","485","20210531"
"POWERMECH","613.55","609.56","74172","87.9","397","20210531"
"BESTAGRO","278.15","277.25","74830","91.45","189","20210531"
"RELIANCE","2168.9","2176.52","12928379","26.29","73969","20210601"
"SBIN","432.55","430.82","59299647","22.33","57049","20210601"
"HDFC","2580.75","2586.75","3900226","51.72","52177","20210601"
"TATASTEEL","1100.9","1099.68","17690925","24.47","47611","20210601"
"ICICIBANK","650.1","653.62","14123196","49.69","45873","20210601"
"HDFCBANK","1511.7","1515.73","5515081","49.09","41032","20210601"
"INFY","1387.2","1385.0","4791325","61.51","40817","20210601"
"ITC","215.25","216.54","38755111","48.4","40620","20210601"
"SAIL","121.2","122.01","110269080","23.55","31684","20210601"
"BAJFINANCE","5784.8","5742.54","2853451","18.43","30203","20210601"
"ZEEL","213.2","210.12","27473056","43.66","25203","20210601"
"ADANIPORTS","798.2","788.48","17847137","17.39","24467","20210601"
"TCS","3153.0","3147.93","1377441","54.36","23572","20210601"
"M&M","806.3","808.41","7230033","36.47","21314","20210601"
"AXISBANK","745.15","745.88","6660243","38.82","19282","20210601"
"ADANIENT","1416.25","1375.69","10018645","13.06","18002","20210601"
"MARUTI","7091.15","7100.25","642841","36.89","16837","20210601"
"KOTAKBANK","1797.0","1803.61","2289816","39.0","16106","20210601"
"BANKBARODA","79.35","80.01","59105829","32.65","15438","20210601"
"PNB","41.65","41.85","172714836","19.81","14320","20210601"
"ULTRACEMCO","6601.35","6620.13","397989","49.56","13058","20210601"
"BHEL","71.1","72.25","96266171","13.98","9721","20210601"
"BAJAJFINSV","11829.9","11790.1","302421","18.73","6677","20210601"
"NH","492.9","493.7","8746451","15.39","6644","20210601"
"APOLLOHOSP","3239.8","3214.75","706976","29.23","6643","20210601"
"MOTHERSUMI","237.3","238.12","8413113","26.23","5254","20210601"
"MUTHOOTFIN","1308.9","1304.87","1200226","30.01","4699","20210601"
"ATUL","8569.85","8559.18","55619","91.45","4353","20210601"
"IDFCFIRSTB","57.55","57.99","23354104","28.24","3824","20210601"
"YESBANK","13.35","13.4","59365980","43.45","3456","20210601"
"IDEA","8.5","8.59","95070972","37.66","3075","20210601"
"RPOWER","8.65","8.61","87455094","40.83","3074","20210601"
"LALPATHLAB","2897.75","2923.2","447758","21.53","2818","20210601"
"PNBHOUSING","630.75","630.75","412628","99.98","2602","20210601"
"DMART","3044.8","3054.4","180498","40.66","2241","20210601"
"RELAXO","1087.4","1099.22","372763","41.83","1713","20210601"
"AKZOINDIA","2253.45","2248.46","83682","85.86","1615","20210601"
"MAGMA","142.95","142.95","1037681","100.0","1483","20210601"
"TRENT","840.2","845.16","697195","24.22","1426","20210601"
"BATAINDIA","1540.7","1538.3","261666","32.9","1324","20210601"
"NETFIT","27.45","27.31","4298796","85.44","1003","20210601"
"METROPOLIS","2500.3","2529.14","141199","24.15","862","20210601"
"CPSEETF","25.01","25.05","3332251","86.87","725","20210601"
"BRIGADE","260.0","260.0","264436","86.16","592","20210601"
"JKCEMENT","2845.7","2846.68","13963","59.94","238","20210601"
"PROZONINTU","34.8","34.8","510204","99.9","177","20210601"
"ITC","209.0","210.07","96654991","62.74","127385","20210602"
"RELIANCE","2201.25","2178.64","11366816","48.04","118966","20210602"
"INFY","1378.65","1374.91","9272276","59.81","76250","20210602"
"ICICIBANK","648.35","645.15","16025108","59.41","61418","20210602"
"HDFC","2562.15","2550.73","3551619","65.09","58967","20210602"
"TATASTEEL","1124.05","1116.07","12862591","34.8","49956","20210602"
"SBIN","437.25","434.97","38657806","28.21","47440","20210602"
"HDFCBANK","1504.0","1500.01","5312008","57.64","45927","20210602"
"TCS","3129.45","3128.08","2240078","63.02","44156","20210602"
"AXISBANK","737.0","737.43","9973043","58.85","43278","20210602"
"PNB","44.0","43.44","397167134","22.42","38674","20210602"
"ASIANPAINT","2903.7","2902.17","2067842","64.17","38511","20210602"
"MOTHERSUMI","269.1","257.37","101188210","13.83","36009","20210602"
"KOTAKBANK","1783.1","1777.86","3098849","65.31","35983","20210602"
"BHARTIARTL","529.5","530.22","10372845","63.21","34762","20210602"
"ADANIPORTS","811.5","815.34","27748928","12.97","29333","20210602"
"ADANIENT","1546.75","1506.78","24541949","7.49","27714","20210602"
"BAJFINANCE","5808.65","5794.74","2013195","20.89","24367","20210602"
"ULTRACEMCO","6594.2","6605.11","567704","57.77","21661","20210602"
"MARUTI","7184.7","7141.97","598862","48.4","20700","20210602"
"MUTHOOTFIN","1414.9","1382.54","7848352","18.41","19978","20210602"
"M&M","806.2","805.52","4244490","58.19","19896","20210602"
"IDFCFIRSTB","60.95","59.84","76400646","36.43","16653","20210602"
"APOLLOHOSP","3273.6","3264.21","843219","40.15","11051","20210602"
"BAJAJFINSV","11823.6","11777.75","183421","24.78","5353","20210602"
"NH","504.9","522.93","8131155","11.99","5098","20210602"
"IDEA","8.8","8.73","160917782","30.55","4292","20210602"
"TRENT","853.15","847.57","826415","58.78","4117","20210602"
"SUZLON","6.45","6.32","173915134","36.82","4047","20210602"
"YESBANK","13.45","13.45","77114380","37.79","3919","20210602"
"DMART","3066.2","3073.45","236968","47.74","3477","20210602"
"RPOWER","9.05","8.95","87959859","39.55","3113","20210602"
"CRISIL","2000.15","1973.03","136101","88.4","2373","20210602"
"BATAINDIA","1543.85","1547.44","445135","33.96","2338","20210602"
"RELAXO","1062.35","1068.26","479865","34.51","1769","20210602"
"JPPOWER","3.9","3.86","83207187","48.12","1545","20210602"
"LALPATHLAB","2909.35","2902.23","196527","23.66","1349","20210602"
"HDFCMFGETF","43.66","43.72","3137525","92.72","1271","20210602"
"JKCEMENT","2846.2","2849.78","46769","84.69","1128","20210602"
"CPSEETF","25.26","25.18","3632480","90.65","829","20210602"
"MAGMA","150.05","150.05","497302","100.0","746","20210602"
"METROPOLIS","2470.5","2478.54","86510","30.91","662","20210602"
"TASTYBITE","15699.5","15709.47","3002","87.94","414","20210602"
"VADILALIND","1011.75","1004.96","22146","89.49","199","20210602"
"STEELXIND","58.05","58.09","367893","87.06","186","20210602"
"MAFANG","48.89","48.93","382200","89.81","167","20210602"
"RELIANCE","2209.65","2221.49","11064116","29.3","72015","20210603"
"ITC","209.05","209.38","46657520","66.91","65369","20210603"
"SBIN","439.65","437.3","38909199","33.04","56215","20210603"
"HDFC","2584.0","2578.13","3636647","53.38","50048","20210603"
"MOTHERSUMI","250.55","253.74","69543125","26.1","46055","20210603"
"TATASTEEL","1122.0","1125.33","12109477","28.34","38621","20210603"
"INFY","1389.65","1385.81","5115645","47.16","33431","20210603"
"HDFCBANK","1520.55","1514.65","5143630","41.56","32380","20210603"
"ICICIBANK","650.25","649.44","11805702","40.34","30926","20210603"
"INDUSINDBK","1005.75","1000.23","14752885","19.75","29139","20210603"
"KOTAKBANK","1814.2","1813.84","3444131","42.41","26493","20210603"
"ONGC","122.5","121.27","64241347","33.93","26436","20210603"
"HCLTECH","939.45","940.11","4164240","66.64","26088","20210603"
"MUTHOOTFIN","1511.7","1502.03","13711450","12.11","24941","20210603"
"LT","1510.85","1492.96","3025466","54.84","24772","20210603"
"PNB","43.7","44.2","265127956","21.01","24626","20210603"
"AXISBANK","750.65","746.78","8170508","39.53","24117","20210603"
"M&M","802.05","803.46","5001405","57.29","23020","20210603"
"BAJFINANCE","5901.5","5865.07","2230378","16.9","22104","20210603"
"TCS","3141.25","3136.68","1281706","48.2","19378","20210603"
"ADANIPOWER","100.75","99.98","50469406","36.6","18468","20210603"
"MARUTI","7209.5","7200.92","401590","41.78","12082","20210603"
"ULTRACEMCO","6641.7","6622.06","349479","49.15","11373","20210603"
"IDEA","9.35","9.26","433568903","27.2","10921","20210603"
"APOLLOHOSP","3425.65","3380.29","1098294","26.75","9930","20210603"
"DMART","3192.7","3160.77","820805","36.22","9396","20210603"
"IDFCFIRSTB","60.65","60.96","37184052","29.9","6778","20210603"
"SUZLON","7.05","6.89","185927034","42.5","5444","20210603"
"YESBANK","13.5","13.5","87413665","43.03","5077","20210603"
"BAJAJFINSV","11819.85","11845.08","183816","13.96","3039","20210603"
"JPPOWER","3.85","3.95","80230514","55.85","1769","20210603"
"NH","487.85","497.6","1414747","23.7","1668","20210603"
"CPSEETF","25.52","25.49","5587304","93.22","1327","20210603"
"BATAINDIA","1550.7","1555.03","251191","33.45","1306","20210603"
"RPOWER","9.5","9.47","12232924","94.78","1098","20210603"
"TRENT","854.75","855.37","404997","26.43","915","20210603"
"LALPATHLAB","2899.1","2905.32","110499","24.52","787","20210603"
"ABSLBANETF","353.89","353.11","200326","99.91","706","20210603"
"RELAXO","1079.95","1078.69","226225","28.53","696","20210603"
"JKCEMENT","2843.8","2849.43","34546","68.22","671","20210603"
"METROPOLIS","2452.85","2466.07","63194","36.24","564","20210603"
"EBBETF0430","1159.22","1159.59","45563","97.49","515","20210603"
"RELINFRA","66.55","66.55","742826","100.0","494","20210603"
"MAGMA","157.55","157.55","228534","100.0","360","20210603"
"JISLJALEQS","23.0","23.0","1223341","97.51","274","20210603"
"RENUKA","15.6","15.6","1411521","100.0","220","20210603"
